timestamp,accel_x,accel_y,accel_z,magnitude,status
22:04:54,0.4233,-0.3609,0.7345,0.1057,Moving
22:04:56,0.5309,-0.353,0.6695,0.1225,Moving
22:04:58,0.4534,-0.47,0.7297,0.1062,Moving
22:05:00,0.4929,-0.3805,0.7239,0.1009,Moving
22:05:02,0.5451,-0.4548,0.706,0.1027,Moving
22:05:04,0.4814,-0.3963,0.7273,0.1009,Moving
22:05:06,0.5023,-0.4177,0.6704,0.1003,Moving
22:05:08,0.4361,-0.423,0.7543,0.1039,Moving
22:05:10,0.5116,-0.3069,0.6099,0.1075,Moving
22:05:12,0.5089,-0.3968,0.7864,0.1037,Moving
22:05:14,0.5284,-0.4526,0.7207,0.1069,Moving
22:05:16,0.5698,-0.4813,0.732,0.1257,Moving
22:05:18,0.4954,-0.4812,0.6203,0.1067,Moving
22:05:20,0.5384,-0.3928,0.6559,0.1015,Moving
22:05:22,0.4556,-0.3754,0.5742,0.1051,Moving
22:05:24,0.4637,-0.3318,0.7956,0.107,Moving
22:05:26,0.4783,-0.4184,0.6551,0.1101,Moving
22:05:28,0.4788,-0.3372,0.7149,0.1005,Moving
22:05:30,0.574,-0.4429,0.6441,0.1142,Moving
22:05:32,0.5127,-0.5113,0.7264,0.116,Moving
22:05:34,0.5254,-0.3318,0.7119,0.1307,Moving
22:05:36,0.389,-0.4779,0.6766,0.1051,Moving
22:05:38,0.416,-0.4962,0.7561,0.1165,Moving
22:05:40,0.551,-0.4022,0.6518,0.1037,Moving
22:05:42,0.507,-0.4204,0.7273,0.1022,Moving
22:05:44,0.522,-0.4558,0.7566,0.1047,Moving
22:05:46,0.5156,-0.4244,0.6487,0.1064,Moving
22:05:48,0.5358,-0.3288,0.7628,0.1108,Moving
22:05:50,0.4581,-0.3783,0.6815,0.1004,Moving
22:05:52,0.4523,-0.4395,0.7039,0.1193,Moving
22:05:54,0.5306,-0.4106,0.6764,0.101,Moving
22:05:56,0.4815,-0.4078,0.714,0.1213,Moving
22:05:58,0.5733,-0.2963,0.6235,0.1017,Moving
22:06:00,0.4424,-0.3237,0.7431,0.1174,Moving
22:06:02,0.5552,-0.3279,0.7473,0.1027,Moving
22:06:04,0.4368,-0.4941,0.6164,0.1024,Moving
22:06:06,0.4965,-0.5074,0.6953,0.1017,Moving
22:06:08,0.5702,-0.3709,0.7161,0.1181,Moving
22:06:10,0.5859,-0.4153,0.6567,0.1123,Moving
22:06:12,0.5216,-0.4835,0.635,0.1207,Moving
22:06:14,0.5023,-0.3628,0.6945,0.1076,Moving
22:06:16,0.4832,-0.3299,0.7128,0.1085,Moving
22:06:18,0.5706,-0.3909,0.6295,0.123,Moving
22:06:20,0.4555,-0.3692,0.6331,0.1019,Moving
22:06:22,0.5554,-0.3682,0.7719,0.106,Moving
22:06:24,0.5432,-0.3872,0.7594,0.1003,Moving
22:06:26,0.4373,-0.3806,0.7656,0.1007,Moving
22:06:28,0.4312,-0.4344,0.7075,0.1131,Moving
22:06:30,0.5458,-0.485,0.7939,0.1119,Moving
22:06:32,0.4822,-0.4883,0.7028,0.1141,Moving
22:06:34,0.5181,-0.3588,0.7423,0.1208,Moving
22:06:36,0.5,-0.3818,0.6772,0.1534,Moving
22:06:38,0.5334,-0.3983,0.6563,0.1009,Moving
22:06:40,0.4824,-0.3657,0.7278,0.1036,Moving
22:06:42,0.5002,-0.3601,0.6651,0.1138,Moving
22:06:44,0.4434,-0.4239,0.6842,0.1097,Moving
22:06:46,0.5385,-0.4095,0.718,0.1058,Moving
22:06:48,0.4805,-0.4609,0.68,0.1004,Moving
22:06:50,0.5186,-0.3993,0.708,0.1036,Moving
22:06:52,0.4632,-0.4085,0.7293,0.12,Moving
22:06:54,0.5859,-0.4347,0.7319,0.1007,Moving
22:06:56,0.4174,-0.3596,0.6884,0.1086,Moving
22:06:58,0.4973,-0.4075,0.6974,0.1081,Moving
22:07:00,0.5111,-0.3012,0.6852,0.113,Moving
22:07:02,0.4961,-0.3983,0.6712,0.1035,Moving
22:07:04,0.4408,-0.5225,0.6121,0.1009,Moving
22:07:06,0.5194,-0.5102,0.6582,0.1093,Moving
22:07:08,0.4354,-0.3535,0.7509,0.1147,Moving
22:07:10,0.4864,-0.3367,0.7209,0.1048,Moving
22:07:12,0.4821,-0.4637,0.766,0.1068,Moving
22:07:14,0.5121,-0.4533,0.6219,0.1195,Moving
22:07:16,0.5353,-0.3456,0.6327,0.1071,Moving
22:07:18,0.519,-0.3122,0.7217,0.1171,Moving
22:07:20,0.5098,-0.3555,0.6995,0.1006,Moving
22:07:22,0.4548,-0.3543,0.726,0.1113,Moving
22:07:24,0.4916,-0.3501,0.7212,0.1255,Moving
22:07:26,0.5173,-0.4982,0.7302,0.1027,Moving
22:07:28,0.4899,-0.4277,0.6849,0.1101,Moving
22:07:30,0.3966,-0.364,0.7869,0.1009,Moving
22:07:32,0.5206,-0.3073,0.7573,0.1008,Moving
22:07:34,0.5048,-0.4241,0.7221,0.1237,Moving
22:07:36,0.4305,-0.5051,0.674,0.1086,Moving
22:07:38,0.4709,-0.3497,0.6695,0.1034,Moving
22:07:40,0.4769,-0.4683,0.6364,0.1094,Moving
22:07:42,0.5498,-0.3816,0.622,0.1023,Moving
22:07:44,0.4922,-0.4008,0.6991,0.1072,Moving
22:07:46,0.5784,-0.4275,0.6086,0.1003,Moving
22:07:48,0.4965,-0.5083,0.6634,0.1024,Moving
22:07:50,0.5261,-0.3771,0.7165,0.1035,Moving
22:07:52,0.5844,-0.4248,0.7714,0.1018,Moving
22:07:54,0.5916,-0.4568,0.8089,0.1001,Moving
22:07:56,0.533,-0.4102,0.7366,0.1006,Moving
22:07:58,0.5104,-0.3868,0.7097,0.1224,Moving
22:08:00,0.5399,-0.3756,0.6905,0.1217,Moving
22:08:02,0.4714,-0.3389,0.6707,0.1078,Moving
22:08:04,0.4511,-0.3303,0.6403,0.1,Moving
22:08:06,0.5575,-0.3327,0.7678,0.1093,Moving
22:08:08,0.4748,-0.4595,0.6791,0.1002,Moving
22:08:10,0.4861,-0.4514,0.7583,0.1207,Moving
22:08:12,0.4479,-0.3892,0.6526,0.1002,Moving
22:08:14,0.4926,-0.3816,0.6313,0.1014,Moving
22:08:16,0.5228,-0.3514,0.7416,0.1072,Moving
22:08:18,0.5886,-0.3683,0.7015,0.1015,Moving
22:08:20,0.5153,-0.3822,0.6775,0.1031,Moving
22:08:22,0.5454,-0.4291,0.6585,0.1131,Moving
22:08:24,0.5269,-0.3731,0.6924,0.1142,Moving
22:08:26,0.5986,-0.4191,0.7082,0.1035,Moving
22:08:28,0.4355,-0.3585,0.7385,0.1027,Moving
22:08:30,0.5514,-0.34,0.6991,0.1008,Moving
22:08:32,0.501,-0.4811,0.7205,0.1085,Moving
22:08:34,0.4972,-0.3436,0.6505,0.1231,Moving
22:08:36,0.423,-0.4668,0.7289,0.1183,Moving
22:08:38,0.5039,-0.3968,0.7022,0.1074,Moving
22:08:40,0.4492,-0.3727,0.6593,0.1078,Moving
22:08:42,0.418,-0.335,0.7415,0.1041,Moving
22:08:44,0.5082,-0.3352,0.6725,0.1057,Moving
22:08:46,0.4428,-0.5191,0.7081,0.1142,Moving
22:08:48,0.4526,-0.392,0.5905,0.1073,Moving
22:08:50,0.532,-0.4271,0.7069,0.1209,Moving
22:08:52,0.4529,-0.395,0.7582,0.1129,Moving
22:08:54,0.5091,-0.4186,0.7943,0.13,Moving
22:08:56,0.5384,-0.2869,0.6778,0.1051,Moving
22:08:58,0.435,-0.4982,0.664,0.1002,Moving
22:09:00,0.4578,-0.357,0.7135,0.1175,Moving
22:09:02,0.5395,-0.4476,0.7062,0.1023,Moving
22:09:04,0.4399,-0.4737,0.6113,0.1139,Moving
22:09:06,0.4755,-0.4433,0.7508,0.1046,Moving
22:09:08,0.5165,-0.2572,0.6065,0.1295,Moving
22:09:10,0.4718,-0.3903,0.7067,0.1038,Moving
22:09:12,0.4759,-0.3745,0.6581,0.1136,Moving
22:09:14,0.5123,-0.3734,0.6471,0.1048,Moving
22:09:16,0.4782,-0.3523,0.7568,0.1027,Moving
22:09:18,0.5355,-0.3974,0.7637,0.1059,Moving
22:09:20,0.4241,-0.4112,0.7325,0.1044,Moving
22:09:22,0.516,-0.4357,0.7032,0.1113,Moving
22:09:24,0.4378,-0.3935,0.7403,0.108,Moving
22:09:26,0.448,-0.4035,0.766,0.1074,Moving
22:09:28,0.5403,-0.4779,0.6965,0.1182,Moving
22:09:30,0.5009,-0.3596,0.7338,0.1037,Moving
22:09:32,0.6258,-0.3698,0.6296,0.1021,Moving
22:09:34,0.4346,-0.3211,0.7259,0.1023,Moving
22:09:36,0.5547,-0.3979,0.7051,0.1033,Moving
22:09:38,0.5525,-0.4277,0.7254,0.1042,Moving
22:09:40,0.5725,-0.3111,0.6206,0.1071,Moving
22:09:42,0.4679,-0.3705,0.6862,0.1019,Moving
22:09:44,0.5438,-0.4084,0.7443,0.1014,Moving
22:09:46,0.5091,-0.2744,0.6947,0.1024,Moving
22:09:48,0.4827,-0.4126,0.7235,0.1001,Moving
22:09:50,0.579,-0.4155,0.7494,0.106,Moving
22:09:52,0.5045,-0.3382,0.7305,0.109,Moving
22:09:54,0.5239,-0.3926,0.6438,0.1046,Moving
22:09:56,0.5013,-0.4613,0.6693,0.1073,Moving
22:09:58,0.5362,-0.3926,0.6676,0.111,Moving
22:10:00,0.5262,-0.4558,0.6458,0.0118,Rest
22:10:02,0.4839,-0.3701,0.7195,0.0102,Rest
22:10:04,0.4811,-0.4078,0.628,0.0109,Rest
22:10:06,0.373,-0.3589,0.7933,0.0095,Rest
22:10:08,0.4168,-0.3199,0.6997,0.0096,Rest
22:10:10,0.5425,-0.4267,0.6486,0.0121,Rest
22:10:12,0.5166,-0.3916,0.6109,0.0099,Rest
22:10:14,0.5083,-0.378,0.6258,0.0108,Rest
22:10:16,0.5232,-0.3748,0.6179,0.0071,Rest
22:10:18,0.4937,-0.43,0.7198,0.0095,Rest
22:10:20,0.5608,-0.3757,0.6853,0.0104,Rest
22:10:22,0.4533,-0.4011,0.6252,0.0112,Rest
22:10:24,0.4967,-0.4091,0.7065,0.0087,Rest
22:10:26,0.502,-0.4424,0.7105,0.0107,Rest
22:10:28,0.4891,-0.4342,0.7963,0.0089,Rest
22:10:30,0.4885,-0.4374,0.6524,0.0102,Rest
22:10:32,0.4721,-0.4401,0.7468,0.0106,Rest
22:10:34,0.4658,-0.4977,0.6935,0.0113,Rest
22:10:36,0.4573,-0.3647,0.6832,0.0087,Rest
22:10:38,0.4847,-0.4002,0.7293,0.0099,Rest
22:10:40,0.4379,-0.4653,0.7318,0.0123,Rest
22:10:42,0.5431,-0.3893,0.6883,0.0102,Rest
22:10:44,0.5077,-0.4514,0.6666,0.0096,Rest
22:10:46,0.4569,-0.3433,0.7009,0.0101,Rest
22:10:48,0.4437,-0.4395,0.849,0.0101,Rest
22:10:50,0.4622,-0.3976,0.6844,0.0104,Rest
22:10:52,0.4365,-0.4602,0.641,0.0093,Rest
22:10:54,0.5083,-0.3791,0.6555,0.0106,Rest
22:10:56,0.5077,-0.3632,0.7007,0.0096,Rest
22:10:58,0.4914,-0.4506,0.7063,0.0114,Rest
22:11:00,0.5254,-0.3905,0.6525,0.0125,Rest
22:11:02,0.452,-0.3302,0.6013,0.0098,Rest
22:11:04,0.47,-0.3507,0.7442,0.009,Rest
22:11:06,0.405,-0.4111,0.7154,0.0093,Rest
22:11:08,0.4319,-0.4283,0.6768,0.0101,Rest
22:11:10,0.503,-0.4182,0.6397,0.011,Rest
22:11:12,0.4996,-0.3982,0.8142,0.0085,Rest
22:11:14,0.5036,-0.4129,0.7204,0.0097,Rest
22:11:16,0.4628,-0.3768,0.6183,0.0086,Rest
22:11:18,0.5439,-0.3951,0.6908,0.0107,Rest
22:11:20,0.5187,-0.4536,0.7411,0.011,Rest
22:11:22,0.4649,-0.3877,0.6704,0.0105,Rest
22:11:24,0.4078,-0.392,0.641,0.0101,Rest
22:11:26,0.4547,-0.3802,0.7148,0.0097,Rest
22:11:28,0.4833,-0.4449,0.7072,0.0111,Rest
22:11:30,0.4965,-0.4627,0.7944,0.0108,Rest
22:11:32,0.5337,-0.3715,0.5913,0.0111,Rest
22:11:34,0.541,-0.4147,0.6751,0.009,Rest
22:11:36,0.5222,-0.3552,0.7138,0.0085,Rest
22:11:38,0.5461,-0.4111,0.6428,0.0082,Rest
22:11:40,0.524,-0.3585,0.7064,0.0096,Rest
22:11:42,0.5301,-0.4337,0.62,0.0104,Rest
22:11:44,0.6073,-0.3512,0.7777,0.008,Rest
22:11:46,0.4598,-0.3419,0.7007,0.0108,Rest
22:11:48,0.5044,-0.4262,0.7334,0.01,Rest
22:11:50,0.5258,-0.3695,0.6624,0.0099,Rest
22:11:52,0.4742,-0.3573,0.77,0.0098,Rest
22:11:54,0.6368,-0.4793,0.67,0.0092,Rest
22:11:56,0.5555,-0.3857,0.7573,0.0085,Rest
22:11:58,0.4652,-0.3464,0.8221,0.0089,Rest
22:12:00,0.4223,-0.4138,0.59,0.0095,Rest
22:12:02,0.5196,-0.4801,0.7079,0.0106,Rest
22:12:04,0.5745,-0.3589,0.6813,0.0084,Rest
22:12:06,0.4968,-0.3627,0.6804,0.0093,Rest
22:12:08,0.4654,-0.422,0.7644,0.0115,Rest
22:12:10,0.442,-0.4319,0.7837,0.0114,Rest
22:12:12,0.5917,-0.2687,0.7052,0.0104,Rest
22:12:14,0.5912,-0.3453,0.716,0.0099,Rest
22:12:16,0.436,-0.4171,0.4935,0.0097,Rest
22:12:18,0.5093,-0.405,0.7022,0.0085,Rest
22:12:20,0.4902,-0.4382,0.6838,0.0089,Rest
22:12:22,0.5162,-0.3404,0.7425,0.0109,Rest
22:12:24,0.4642,-0.3853,0.5817,0.0083,Rest
22:12:26,0.4939,-0.4215,0.5858,0.0105,Rest
22:12:28,0.5371,-0.3853,0.613,0.0105,Rest
22:12:30,0.5092,-0.416,0.6456,0.0101,Rest
22:12:32,0.4173,-0.4642,0.6215,0.0114,Rest
22:12:34,0.4026,-0.34,0.6454,0.0093,Rest
22:12:36,0.4884,-0.4452,0.6374,0.0096,Rest
22:12:38,0.4799,-0.4135,0.6345,0.0098,Rest
22:12:40,0.5538,-0.497,0.758,0.011,Rest
22:12:42,0.513,-0.3525,0.6995,0.01,Rest
22:12:44,0.52,-0.4601,0.6887,0.0085,Rest
22:12:46,0.3949,-0.4252,0.7035,0.0095,Rest
22:12:48,0.5511,-0.4579,0.7497,0.01,Rest
22:12:50,0.4898,-0.4309,0.7249,0.0103,Rest
22:12:52,0.5604,-0.3385,0.6358,0.0106,Rest
22:12:54,0.6192,-0.4568,0.7518,0.0108,Rest
22:12:56,0.446,-0.3941,0.6984,0.0107,Rest
22:12:58,0.5112,-0.3396,0.6929,0.0107,Rest
22:13:00,0.5066,-0.4162,0.6945,0.0093,Rest
22:13:02,0.5387,-0.3455,0.7148,0.0082,Rest
22:13:04,0.5223,-0.4844,0.6608,0.01,Rest
22:13:06,0.5002,-0.3686,0.6737,0.0092,Rest
22:13:08,0.4738,-0.3526,0.7049,0.0109,Rest
22:13:10,0.61,-0.4125,0.7201,0.0097,Rest
22:13:12,0.5036,-0.3765,0.7652,0.0092,Rest
22:13:14,0.5081,-0.3566,0.7109,0.0079,Rest
22:13:16,0.5624,-0.4721,0.6382,0.0091,Rest
22:13:18,0.4751,-0.4306,0.6633,0.0099,Rest
22:13:20,0.4757,-0.3603,0.7012,0.0104,Rest
22:13:22,0.5098,-0.4259,0.6773,0.0114,Rest
22:13:24,0.414,-0.3676,0.6475,0.0102,Rest
22:13:26,0.5027,-0.4181,0.7215,0.0099,Rest
22:13:28,0.5619,-0.397,0.626,0.0109,Rest
22:13:30,0.5366,-0.2662,0.7454,0.0087,Rest
22:13:32,0.4139,-0.43,0.6805,0.0082,Rest
22:13:34,0.5846,-0.4493,0.6534,0.0084,Rest
22:13:36,0.4887,-0.4139,0.7057,0.0103,Rest
22:13:38,0.4846,-0.3912,0.701,0.0095,Rest
22:13:40,0.4449,-0.3812,0.6689,0.0105,Rest
22:13:42,0.6396,-0.3523,0.6265,0.0103,Rest
22:13:44,0.5403,-0.3988,0.6438,0.0101,Rest
22:13:46,0.5112,-0.4242,0.6984,0.0095,Rest
22:13:48,0.5502,-0.488,0.6461,0.0102,Rest
22:13:50,0.4944,-0.3834,0.7245,0.0105,Rest
22:13:52,0.4135,-0.3886,0.7834,0.0109,Rest
22:13:54,0.5535,-0.4435,0.6625,0.009,Rest
22:13:56,0.5473,-0.4584,0.8029,0.0094,Rest
22:13:58,0.5539,-0.3609,0.822,0.0101,Rest
22:14:00,0.41,-0.4752,0.7243,0.01,Rest
22:14:02,0.4773,-0.4109,0.5967,0.0113,Rest
22:14:04,0.5232,-0.3962,0.7369,0.0114,Rest
22:14:06,0.5229,-0.3689,0.7383,0.0108,Rest
22:14:08,0.5395,-0.4163,0.6487,0.0113,Rest
22:14:10,0.4389,-0.4634,0.6727,0.01,Rest
22:14:12,0.4823,-0.4085,0.7209,0.0099,Rest
22:14:14,0.5167,-0.4694,0.5697,0.0095,Rest
22:14:16,0.5788,-0.3911,0.6324,0.0107,Rest
22:14:18,0.5657,-0.4604,0.6711,0.0106,Rest
22:14:20,0.457,-0.4457,0.6791,0.0102,Rest
22:14:22,0.4394,-0.2903,0.6558,0.0081,Rest
22:14:24,0.5561,-0.2854,0.5889,0.0099,Rest
22:14:26,0.5636,-0.3592,0.7615,0.01,Rest
22:14:28,0.5329,-0.3902,0.8014,0.0099,Rest
22:14:30,0.4335,-0.4191,0.5994,0.0095,Rest
22:14:32,0.4873,-0.3954,0.7827,0.0099,Rest
22:14:34,0.4592,-0.3237,0.7301,0.0095,Rest
22:14:36,0.5039,-0.3822,0.7023,0.0083,Rest
22:14:38,0.4691,-0.463,0.6439,0.0113,Rest
22:14:40,0.4337,-0.3798,0.7028,0.011,Rest
22:14:42,0.5592,-0.3418,0.6955,0.0094,Rest
22:14:44,0.5352,-0.4093,0.7282,0.0093,Rest
22:14:46,0.4922,-0.4661,0.7157,0.012,Rest
22:14:48,0.5287,-0.4607,0.7254,0.0095,Rest
22:14:50,0.5373,-0.4751,0.6914,0.0093,Rest
22:14:52,0.5162,-0.4164,0.7544,0.0102,Rest
22:14:54,0.4558,-0.36,0.6048,0.0112,Rest
22:14:56,0.4652,-0.3802,0.8299,0.0095,Rest
22:14:58,0.4894,-0.4921,0.7534,0.0098,Rest
22:15:00,0.4723,-0.4066,0.6646,0.0093,Rest
22:15:02,0.5585,-0.4236,0.7192,0.0092,Rest
22:15:04,0.4582,-0.3727,0.5732,0.0102,Rest
22:15:06,0.4887,-0.3893,0.7528,0.0094,Rest
22:15:08,0.555,-0.359,0.7233,0.0102,Rest
